dep,arr,dist,freq,pasN,pasV,crgN,cv_id,dep_lat,dep_lon,arr_lat,arr_lon,year
松山,那覇,1072.0,1.0,5472.0,8552.0,29.0,cv464,33.82728,132.70114,26.199286,127.64285,2012
那覇,与論,231.0,9.0,12441.0,22731.0,9.0,cv465,26.199286,127.64285,27.043818,128.40117,2012
与論,那覇,231.0,9.0,13121.0,22770.0,2.0,cv466,27.043818,128.40117,26.199286,127.64285,2012
那覇,北大東島,417.0,4.0,6141.0,8268.0,39.0,cv467,26.199286,127.64285,25.944302,131.3256,2012
北大東島,那覇,417.0,3.0,5124.0,6201.0,32.0,cv468,25.944302,131.3256,26.199286,127.64285,2012
那覇,南大東島,414.0,9.0,13886.0,19890.0,111.0,cv469,26.199286,127.64285,25.84651,131.26451,2012
南大東島,那覇,414.0,10.0,15146.0,21918.0,97.0,cv470,25.84651,131.26451,26.199286,127.64285,2012
那覇,久米島,168.0,42.0,106205.0,175111.0,695.0,cv471,26.199286,127.64285,26.36407,126.71598,2012
久米島,那覇,168.0,42.0,106529.0,174930.0,1012.0,cv472,26.36407,126.71598,26.199286,127.64285,2012
那覇,宮古,352.0,106.0,439214.0,741806.0,5818.0,cv473,26.199286,127.64285,24.782349,125.29589,2012
宮古,那覇,352.0,106.0,444604.0,746603.0,6041.0,cv474,24.782349,125.29589,26.199286,127.64285,2012
那覇,石垣,472.0,136.0,520354.0,967113.0,7359.0,cv475,26.199286,127.64285,24.34473,124.185486,2012
石垣,那覇,472.0,140.0,527568.0,996337.0,6856.0,cv476,24.34473,124.185486,26.199286,127.64285,2012
那覇,与那国,597.0,4.0,4651.0,10094.0,3.0,cv477,26.199286,127.64285,24.467075,122.97841,2012
与那国,那覇,597.0,4.0,3159.0,9994.0,1.0,cv478,24.467075,122.97841,26.199286,127.64285,2012
宮古,石垣,183.0,17.0,28251.0,48611.0,107.0,cv479,24.782349,125.29589,24.34473,124.185486,2012
石垣,宮古,183.0,17.0,28917.0,48422.0,231.0,cv480,24.34473,124.185486,24.782349,125.29589,2012
多良間,宮古,86.0,13.0,16359.0,27924.0,95.0,cv481,24.6538,124.676414,24.782349,125.29589,2012
宮古,多良間,86.0,13.0,16157.0,27924.0,172.0,cv482,24.782349,125.29589,24.6538,124.676414,2012
石垣,与那国,168.0,11.0,31171.0,63377.0,374.0,cv483,24.34473,124.185486,24.467075,122.97841,2012
与那国,石垣,168.0,11.0,32761.0,63182.0,343.0,cv484,24.467075,122.97841,24.34473,124.185486,2012
東京,新千歳,894.0,381.0,4391501.0,6448411.0,87472.0,cv1,35.553333,139.78111,42.775276,141.6925,2014
新千歳,東京,894.0,381.0,4447166.0,6447004.0,93868.0,cv2,42.775276,141.6925,35.553333,139.78111,2014
東京,大阪,514.0,211.0,2581772.0,3953120.0,44447.0,cv3,35.553333,139.78111,34.784443,135.43916,2014
大阪,東京,514.0,210.0,2627871.0,3949716.0,36866.0,cv4,34.784443,135.43916,35.553333,139.78111,2014
東京,関西,678.0,76.0,558182.0,824571.0,4264.0,cv5,35.553333,139.78111,34.434166,135.23277,2014
関西,東京,678.0,80.0,542994.0,823910.0,5752.0,cv6,34.434166,135.23277,35.553333,139.78111,2014
東京,福岡,1041.0,378.0,3873435.0,5954034.0,69043.0,cv7,35.553333,139.78111,33.584442,130.45166,2014
福岡,東京,1041.0,379.0,3918884.0,5955279.0,84082.0,cv8,33.584442,130.45166,35.553333,139.78111,2014
東京,那覇,1687.0,195.0,2539335.0,3781918.0,74626.0,cv9,35.553333,139.78111,26.195833,127.645836,2014
那覇,東京,1687.0,196.0,2537937.0,3786089.0,53999.0,cv10,26.195833,127.645836,35.553333,139.78111,2014
成田,新千歳,892.0,101.0,569142.0,907561.0,115.0,cv11,35.76472,140.38638,42.775276,141.6925,2014
新千歳,成田,892.0,101.0,584625.0,915910.0,106.0,cv12,42.775276,141.6925,35.76472,140.38638,2014
成田,大阪,589.0,27.0,226531.0,297578.0,1058.0,cv13,35.76472,140.38638,34.784443,135.43916,2014
大阪,成田,589.0,27.0,251316.0,301004.0,1781.0,cv14,34.784443,135.43916,35.76472,140.38638,2014
成田,関西,752.0,21.0,145516.0,205020.0,1.0,cv15,35.76472,140.38638,34.434166,135.23277,2014
関西,成田,752.0,22.0,159711.0,205920.0,26.0,cv16,34.434166,135.23277,35.76472,140.38638,2014
成田,福岡,1107.0,96.0,478272.0,846536.0,128.0,cv17,35.76472,140.38638,33.584442,130.45166,2014
福岡,成田,1107.0,96.0,503176.0,841011.0,71.0,cv18,33.584442,130.45166,35.76472,140.38638,2014
成田,那覇,1887.0,56.0,339888.0,514787.0,6387.0,cv19,35.76472,140.38638,26.195833,127.645836,2014
那覇,成田,1887.0,56.0,344763.0,522237.0,6248.0,cv20,26.195833,127.645836,35.76472,140.38638,2014
大阪,新千歳,1161.0,27.0,258234.0,332313.0,4649.0,cv21,34.784443,135.43916,42.775276,141.6925,2014
新千歳,大阪,1161.0,26.0,259454.0,331349.0,5279.0,cv22,42.775276,141.6925,34.784443,135.43916,2014
大阪,福岡,578.0,103.0,328333.0,594397.0,1749.0,cv23,34.784443,135.43916,33.584442,130.45166,2014
福岡,大阪,578.0,102.0,325330.0,592433.0,2319.0,cv24,33.584442,130.45166,34.784443,135.43916,2014
大阪,那覇,1304.0,23.0,343831.0,448732.0,10357.0,cv25,34.784443,135.43916,26.195833,127.645836,2014
那覇,大阪,1304.0,23.0,339115.0,448198.0,8097.0,cv26,26.195833,127.645836,34.784443,135.43916,2014
関西,新千歳,1309.0,107.0,746403.0,1007661.0,3007.0,cv27,34.434166,135.23277,42.775276,141.6925,2014
新千歳,関西,1309.0,108.0,751197.0,1009928.0,2891.0,cv28,42.775276,141.6925,34.434166,135.23277,2014
関西,福岡,553.0,51.0,324425.0,445621.0,287.0,cv29,34.434166,135.23277,33.584442,130.45166,2014
福岡,関西,553.0,51.0,325152.0,446522.0,11.0,cv30,33.584442,130.45166,34.434166,135.23277,2014
関西,那覇,1261.0,93.0,594269.0,806382.0,15006.0,cv31,34.434166,135.23277,26.195833,127.645836,2014
那覇,関西,1261.0,94.0,599143.0,804447.0,13626.0,cv32,26.195833,127.645836,34.434166,135.23277,2014
福岡,新千歳,1614.0,27.0,235325.0,368327.0,4921.0,cv33,33.584442,130.45166,42.775276,141.6925,2014
新千歳,福岡,1614.0,27.0,239403.0,366903.0,4286.0,cv34,42.775276,141.6925,33.584442,130.45166,2014
福岡,那覇,1008.0,116.0,750156.0,1114195.0,13217.0,cv35,33.584442,130.45166,26.195833,127.645836,2014
那覇,福岡,1008.0,116.0,751137.0,1115959.0,7703.0,cv36,26.195833,127.645836,33.584442,130.45166,2014
新千歳,那覇,2418.0,6.0,42243.0,64074.0,23.0,cv37,42.775276,141.6925,26.195833,127.645836,2014
那覇,新千歳,2418.0,6.0,42159.0,63389.0,95.0,cv38,26.195833,127.645836,42.775276,141.6925,2014
東京,稚内,1195.0,8.0,61172.0,94799.0,4.0,cv39,35.553333,139.78111,45.404167,141.80083,2014
稚内,東京,1195.0,8.0,57005.0,94630.0,169.0,cv40,45.404167,141.80083,35.553333,139.78111,2014
東京,釧路,1032.0,44.0,232398.0,369849.0,557.0,cv41,35.553333,139.78111,43.040833,144.19305,2014
釧路,東京,1032.0,43.0,233196.0,368746.0,2123.0,cv42,43.040833,144.19305,35.553333,139.78111,2014
東京,函館,786.0,52.0,548817.0,802586.0,2831.0,cv43,35.553333,139.78111,41.77,140.82195,2014
函館,東京,786.0,52.0,530709.0,801348.0,5363.0,cv44,41.77,140.82195,35.553333,139.78111,2014
東京,旭川,1052.0,52.0,400764.0,560518.0,1578.0,cv45,35.553333,139.78111,43.670834,142.4475,2014
旭川,東京,1052.0,52.0,375452.0,560338.0,2702.0,cv46,43.670834,142.4475,35.553333,139.78111,2014
東京,帯広,999.0,48.0,262452.0,391583.0,1212.0,cv47,35.553333,139.78111,42.733334,143.21722,2014
帯広,東京,999.0,48.0,252205.0,391418.0,757.0,cv48,42.733334,143.21722,35.553333,139.78111,2014
東京,中標津,1118.0,6.0,44776.0,72207.0,19.0,cv49,35.553333,139.78111,43.5775,144.96,2014
中標津,東京,1118.0,6.0,39733.0,72040.0,568.0,cv50,43.5775,144.96,35.553333,139.78111,2014
東京,女満別,1156.0,34.0,216548.0,320111.0,493.0,cv51,35.553333,139.78111,43.880608,144.16405,2014
女満別,東京,1156.0,34.0,214170.0,320090.0,1683.0,cv52,43.880608,144.16405,35.553333,139.78111,2014
東京,青森,690.0,41.0,253341.0,414049.0,1283.0,cv55,35.553333,139.78111,40.733334,140.68861,2014
青森,東京,690.0,41.0,246389.0,413362.0,913.0,cv56,40.733334,140.68861,35.553333,139.78111,2014
東京,三沢,685.0,20.0,100620.0,177267.0,259.0,cv57,35.553333,139.78111,40.705276,141.36945,2014
三沢,東京,685.0,20.0,103634.0,177102.0,187.0,cv58,40.705276,141.36945,35.553333,139.78111,2014
東京,秋田,555.0,62.0,388368.0,697706.0,1007.0,cv59,35.553333,139.78111,39.615555,140.21861,2014
秋田,東京,555.0,62.0,381983.0,697653.0,1088.0,cv60,39.615555,140.21861,35.553333,139.78111,2014
東京,大館,628.0,13.0,51871.0,117782.0,40.0,cv61,35.553333,139.78111,40.191944,140.37167,2014
大館,東京,628.0,13.0,51311.0,117609.0,7.0,cv62,40.191944,140.37167,35.553333,139.78111,2014
東京,庄内,489.0,27.0,165753.0,286992.0,272.0,cv65,35.553333,139.78111,38.81222,139.78722,2014
庄内,東京,489.0,27.0,167972.0,286832.0,408.0,cv66,38.81222,139.78722,35.553333,139.78111,2014
東京,大島,162.0,6.0,5516.0,17528.0,4.0,cv67,35.553333,139.78111,34.781944,139.36028,2014
大島,東京,162.0,6.0,4566.0,17528.0,2.0,cv68,34.781944,139.36028,35.553333,139.78111,2014
東京,八丈島,353.0,19.0,89286.0,170931.0,328.0,cv71,35.553333,139.78111,33.115,139.78583,2014
八丈島,東京,353.0,19.0,95893.0,170760.0,897.0,cv72,33.115,139.78583,35.553333,139.78111,2014
東京,富山,570.0,41.0,386750.0,602060.0,631.0,cv73,35.553333,139.78111,36.648335,137.1875,2014
富山,東京,570.0,41.0,388288.0,601195.0,793.0,cv74,36.648335,137.1875,35.553333,139.78111,2014
東京,金沢,528.0,82.0,815731.0,1287763.0,1631.0,cv75,35.553333,139.78111,36.39389,136.4075,2014
金沢,東京,528.0,82.0,810658.0,1287551.0,1800.0,cv76,36.39389,136.4075,35.553333,139.78111,2014
能登,東京,530.0,13.0,72441.0,124065.0,3.0,cv78,37.29333,136.96222,35.553333,139.78111,2014
東京,中部,440.0,5.0,22990.0,39549.0,13.0,cv79,35.553333,139.78111,34.858334,136.80528,2014
中部,東京,440.0,5.0,22108.0,39549.0,63.0,cv80,34.858334,136.80528,35.553333,139.78111,2014
東京,南紀白浜,634.0,20.0,52342.0,88677.0,4.0,cv81,35.553333,139.78111,33.662224,135.36444,2014
南紀白浜,東京,634.0,20.0,50953.0,88525.0,5.0,cv82,33.662224,135.36444,35.553333,139.78111,2014
東京,神戸,695.0,32.0,240329.0,370848.0,1299.0,cv83,35.553333,139.78111,34.63278,135.22389,2014
神戸,東京,695.0,32.0,243889.0,370357.0,84.0,cv84,34.63278,135.22389,35.553333,139.78111,2014
東京,鳥取,667.0,27.0,157524.0,242380.0,180.0,cv85,35.553333,139.78111,35.53,134.165,2014
鳥取,東京,667.0,27.0,151488.0,241397.0,318.0,cv86,35.53,134.165,35.553333,139.78111,2014
東京,米子,776.0,36.0,250574.0,368973.0,333.0,cv87,35.553333,139.78111,35.49222,133.23639,2014
米子,東京,776.0,36.0,252905.0,368188.0,1417.0,cv88,35.49222,133.23639,35.553333,139.78111,2014
東京,出雲,801.0,37.0,297428.0,406121.0,280.0,cv89,35.553333,139.78111,35.413612,132.89,2014
出雲,東京,801.0,37.0,293917.0,404513.0,878.0,cv90,35.413612,132.89,35.553333,139.78111,2014
東京,岡山,685.0,68.0,479924.0,826603.0,1674.0,cv93,35.553333,139.78111,34.756943,133.85527,2014
岡山,東京,685.0,68.0,464519.0,825832.0,3287.0,cv94,34.756943,133.85527,35.553333,139.78111,2014
東京,広島,790.0,112.0,885066.0,1496649.0,6780.0,cv95,35.553333,139.78111,34.43611,132.91945,2014
広島,東京,790.0,112.0,894047.0,1493735.0,11136.0,cv96,34.43611,132.91945,35.553333,139.78111,2014
東京,岩国,741.0,28.0,166381.0,246124.0,10.0,cv97,35.553333,139.78111,34.144802,132.24695,2014
岩国,東京,741.0,28.0,174757.0,246132.0,2.0,cv98,34.144802,132.24695,35.553333,139.78111,2014
東京,山口宇部,935.0,63.0,393914.0,731967.0,820.0,cv99,35.553333,139.78111,33.93,131.27861,2014
山口宇部,東京,935.0,63.0,386952.0,730751.0,1894.0,cv100,33.93,131.27861,35.553333,139.78111,2014
東京,徳島,703.0,71.0,436651.0,721748.0,716.0,cv101,35.553333,139.78111,34.13278,134.60583,2014
徳島,東京,703.0,71.0,418907.0,721507.0,1345.0,cv102,34.13278,134.60583,35.553333,139.78111,2014
東京,高松,711.0,83.0,604544.0,1010832.0,2842.0,cv103,35.553333,139.78111,34.21417,134.01555,2014
高松,東京,711.0,83.0,606661.0,1007380.0,3704.0,cv104,34.21417,134.01555,35.553333,139.78111,2014
東京,松山,859.0,83.0,709643.0,1178552.0,1542.0,cv105,35.553333,139.78111,33.82722,132.69972,2014
松山,東京,859.0,83.0,721022.0,1175887.0,5502.0,cv106,33.82722,132.69972,35.553333,139.78111,2014
東京,高知,824.0,68.0,434581.0,743440.0,604.0,cv107,35.553333,139.78111,33.546112,133.66945,2014
高知,東京,824.0,68.0,434665.0,742687.0,2248.0,cv108,33.546112,133.66945,35.553333,139.78111,2014
東京,北九州,958.0,117.0,585445.0,915111.0,5622.0,cv109,35.553333,139.78111,33.845554,131.035,2014
北九州,東京,958.0,117.0,564722.0,915497.0,6218.0,cv110,33.845554,131.035,35.553333,139.78111,2014
東京,佐賀,1130.0,32.0,149277.0,246418.0,6102.0,cv111,35.553333,139.78111,33.149723,130.30222,2014
佐賀,東京,1130.0,27.0,150070.0,246236.0,762.0,cv112,33.149723,130.30222,35.553333,139.78111,2014
東京,長崎,1143.0,97.0,765680.0,1232643.0,2641.0,cv113,35.553333,139.78111,32.916943,129.9136,2014
長崎,東京,1143.0,97.0,743474.0,1233025.0,8578.0,cv114,32.916943,129.9136,35.553333,139.78111,2014
東京,熊本,1086.0,143.0,987088.0,1600201.0,4563.0,cv117,35.553333,139.78111,32.837223,130.85527,2014
熊本,東京,1086.0,143.0,997080.0,1596635.0,9248.0,cv118,32.837223,130.85527,35.553333,139.78111,2014
東京,大分,928.0,95.0,577358.0,1003353.0,2187.0,cv119,35.553333,139.78111,33.479443,131.73723,2014
大分,東京,928.0,95.0,568257.0,1002185.0,6154.0,cv120,33.479443,131.73723,35.553333,139.78111,2014
東京,宮崎,1023.0,124.0,688076.0,1182703.0,1796.0,cv121,35.553333,139.78111,31.877222,131.44861,2014
宮崎,東京,1023.0,124.0,681336.0,1182338.0,6018.0,cv122,31.877222,131.44861,35.553333,139.78111,2014
東京,鹿児島,1111.0,159.0,1138145.0,1916352.0,4437.0,cv123,35.553333,139.78111,31.803333,130.71944,2014
鹿児島,東京,1111.0,159.0,1135100.0,1912135.0,18792.0,cv124,31.803333,130.71944,35.553333,139.78111,2014
東京,奄美,1436.0,6.0,41686.0,58413.0,48.0,cv125,35.553333,139.78111,28.430834,129.7125,2014
奄美,東京,1436.0,6.0,40488.0,58413.0,240.0,cv126,28.430834,129.7125,35.553333,139.78111,2014
東京,久米島,1888.0,0.0,3640.0,7250.0,1.0,cv127,35.553333,139.78111,26.363611,126.71389,2014
久米島,東京,1888.0,0.0,6872.0,7250.0,21.0,cv128,26.363611,126.71389,35.553333,139.78111,2014
宮古,東京,2020.0,6.0,33957.0,53295.0,246.0,cv130,24.782778,125.295,35.553333,139.78111,2014
石垣,東京,2171.0,15.0,111509.0,153523.0,780.0,cv132,24.396389,124.245,35.553333,139.78111,2014
石垣,東京,2171.0,1.0,8149.0,9595.0,88.0,cv134,24.396389,124.245,35.553333,139.78111,2014
成田,仙台,435.0,13.0,43092.0,86473.0,1.0,cv137,35.76472,140.38638,38.13972,140.91695,2014
仙台,成田,435.0,13.0,45715.0,83550.0,30.0,cv138,38.13972,140.91695,35.76472,140.38638,2014
成田,中部,500.0,37.0,196823.0,326470.0,4434.0,cv143,35.76472,140.38638,34.858334,136.80528,2014
中部,成田,500.0,35.0,203848.0,325935.0,1067.0,cv144,34.858334,136.80528,35.76472,140.38638,2014
成田,広島,898.0,13.0,26611.0,73723.0,1.0,cv147,35.76472,140.38638,34.43611,132.91945,2014
釧路,大阪,1336.0,0.0,3936.0,8466.0,26.0,cv160,43.040833,144.19305,34.784443,135.43916,2014
旭川,大阪,1320.0,0.0,2144.0,5115.0,2.0,cv164,43.670834,142.4475,34.784443,135.43916,2014
大阪,青森,946.0,21.0,50712.0,74820.0,42.0,cv165,34.784443,135.43916,40.733334,140.68861,2014
青森,大阪,946.0,21.0,50370.0,74366.0,30.0,cv166,40.733334,140.68861,34.784443,135.43916,2014
大阪,三沢,985.0,5.0,15009.0,20900.0,2.0,cv167,34.784443,135.43916,40.705276,141.36945,2014
大阪,花巻,870.0,26.0,65609.0,102582.0,31.0,cv169,34.784443,135.43916,39.42861,141.13528,2014
花巻,大阪,870.0,26.0,62660.0,102430.0,93.0,cv170,39.42861,141.13528,34.784443,135.43916,2014
大阪,仙台,803.0,118.0,489518.0,821253.0,1257.0,cv171,34.784443,135.43916,38.13972,140.91695,2014
仙台,大阪,803.0,117.0,489027.0,816730.0,1951.0,cv172,38.13972,140.91695,34.784443,135.43916,2014
大阪,秋田,793.0,36.0,75369.0,128642.0,36.0,cv173,34.784443,135.43916,39.615555,140.21861,2014
秋田,大阪,793.0,36.0,79352.0,128138.0,8.0,cv174,39.615555,140.21861,34.784443,135.43916,2014
大阪,福島,662.0,33.0,64931.0,96012.0,1.0,cv177,34.784443,135.43916,37.2275,140.42805,2014
福島,大阪,662.0,33.0,66284.0,95888.0,1.0,cv178,37.2275,140.42805,34.784443,135.43916,2014
大阪,新潟,611.0,67.0,188165.0,303193.0,62.0,cv179,34.784443,135.43916,37.955833,139.11166,2014
新潟,大阪,611.0,67.0,187890.0,301804.0,68.0,cv180,37.955833,139.11166,34.784443,135.43916,2014
大阪,隠岐,366.0,6.0,17549.0,29201.0,1.0,cv183,34.784443,135.43916,36.178333,133.32333,2014
大阪,出雲,362.0,41.0,65560.0,105388.0,20.0,cv185,34.784443,135.43916,35.413612,132.89,2014
出雲,大阪,362.0,41.0,65420.0,104982.0,17.0,cv186,35.413612,132.89,34.784443,135.43916,2014
大阪,松山,378.0,82.0,252754.0,439070.0,101.0,cv189,34.784443,135.43916,33.82722,132.69972,2014
松山,大阪,378.0,81.0,250336.0,438619.0,328.0,cv190,33.82722,132.69972,34.784443,135.43916,2014
大阪,高知,300.0,47.0,140349.0,269646.0,18.0,cv191,34.784443,135.43916,33.546112,133.66945,2014
高知,大阪,300.0,47.0,139442.0,269578.0,126.0,cv192,33.546112,133.66945,34.784443,135.43916,2014
大阪,長崎,673.0,42.0,152824.0,244702.0,168.0,cv193,34.784443,135.43916,32.916943,129.9136,2014
長崎,大阪,673.0,42.0,150016.0,245210.0,454.0,cv194,32.916943,129.9136,34.784443,135.43916,2014
大阪,熊本,621.0,69.0,217676.0,339553.0,561.0,cv195,34.784443,135.43916,32.837223,130.85527,2014
熊本,大阪,621.0,69.0,215301.0,356266.0,726.0,cv196,32.837223,130.85527,34.784443,135.43916,2014
大阪,大分,462.0,48.0,95486.0,169761.0,55.0,cv197,34.784443,135.43916,33.479443,131.73723,2014
大分,大阪,462.0,48.0,94501.0,169110.0,214.0,cv198,33.479443,131.73723,34.784443,135.43916,2014
大阪,宮崎,568.0,82.0,267675.0,451012.0,283.0,cv199,34.784443,135.43916,31.877222,131.44861,2014
宮崎,大阪,568.0,82.0,266317.0,438278.0,781.0,cv200,31.877222,131.44861,34.784443,135.43916,2014
大阪,鹿児島,655.0,89.0,336521.0,606824.0,764.0,cv201,34.784443,135.43916,31.803333,130.71944,2014
鹿児島,大阪,655.0,89.0,331259.0,612499.0,2659.0,cv202,31.803333,130.71944,34.784443,135.43916,2014
大阪,奄美,989.0,7.0,41298.0,67320.0,5.0,cv207,34.784443,135.43916,28.430834,129.7125,2014
奄美,大阪,989.0,7.0,41107.0,67320.0,21.0,cv208,28.430834,129.7125,34.784443,135.43916,2014
関西,函館,1197.0,10.0,42622.0,74783.0,70.0,cv209,34.434166,135.23277,41.77,140.82195,2014
函館,関西,1197.0,10.0,42155.0,74153.0,12.0,cv210,41.77,140.82195,34.434166,135.23277,2014
旭川,関西,1461.0,2.0,13050.0,19156.0,17.0,cv212,43.670834,142.4475,34.434166,135.23277,2014
女満別,関西,1589.0,2.0,11370.0,19271.0,25.0,cv214,43.880608,144.16405,34.434166,135.23277,2014
石垣,関西,1650.0,16.0,85450.0,137071.0,87.0,cv226,24.396389,124.245,34.434166,135.23277,2014
石垣,関西,1650.0,1.0,9397.0,9620.0,81.0,cv228,24.396389,124.245,34.434166,135.23277,2014
新千歳,稚内,357.0,12.0,23419.0,58792.0,2.0,cv229,42.775276,141.6925,45.404167,141.80083,2014
稚内,新千歳,357.0,12.0,24341.0,58570.0,3.0,cv230,45.404167,141.80083,42.775276,141.6925,2014
新千歳,釧路,276.0,20.0,46892.0,109609.0,4.0,cv231,42.775276,141.6925,43.040833,144.19305,2014
釧路,新千歳,276.0,20.0,49960.0,109536.0,37.0,cv232,43.040833,144.19305,42.775276,141.6925,2014
新千歳,函館,217.0,13.0,27761.0,52984.0,2.0,cv233,42.775276,141.6925,41.77,140.82195,2014
函館,新千歳,217.0,13.0,27507.0,52912.0,2.0,cv234,41.77,140.82195,42.775276,141.6925,2014
利尻,新千歳,368.0,2.0,8240.0,15119.0,3.0,cv236,45.241943,141.1875,42.775276,141.6925,2014
中標津,新千歳,374.0,20.0,49729.0,87097.0,27.0,cv238,43.5775,144.96,42.775276,141.6925,2014
新千歳,女満別,354.0,41.0,85260.0,152209.0,2.0,cv241,42.775276,141.6925,43.880608,144.16405,2014
女満別,新千歳,354.0,41.0,85024.0,150956.0,22.0,cv242,43.880608,144.16405,42.775276,141.6925,2014
新千歳,青森,307.0,20.0,44687.0,68784.0,4.0,cv243,42.775276,141.6925,40.733334,140.68861,2014
青森,新千歳,307.0,20.0,42769.0,68784.0,26.0,cv244,40.733334,140.68861,42.775276,141.6925,2014
新千歳,花巻,467.0,24.0,44561.0,72362.0,2.0,cv245,42.775276,141.6925,39.42861,141.13528,2014
花巻,新千歳,467.0,24.0,45351.0,72362.0,8.0,cv246,39.42861,141.13528,42.775276,141.6925,2014
新千歳,秋田,443.0,30.0,46796.0,94833.0,2.0,cv247,42.775276,141.6925,39.615555,140.21861,2014
秋田,新千歳,443.0,30.0,46839.0,94869.0,5.0,cv248,39.615555,140.21861,42.775276,141.6925,2014
丘珠,釧路,282.0,22.0,21522.0,41256.0,4.0,cv255,43.1175,141.3814,43.040833,144.19305,2014
釧路,丘珠,282.0,21.0,21820.0,41148.0,1.0,cv256,43.040833,144.19305,43.1175,141.3814,2014
丘珠,函館,257.0,32.0,37376.0,60804.0,2.0,cv257,43.1175,141.3814,41.77,140.82195,2014
函館,丘珠,257.0,32.0,37383.0,60624.0,2.0,cv258,41.77,140.82195,43.1175,141.3814,2014
函館,奥尻,176.0,6.0,5151.0,12204.0,1.0,cv265,41.77,140.82195,42.071667,139.43279,2014
奥尻,函館,176.0,6.0,4975.0,12132.0,3.0,cv266,42.071667,139.43279,41.77,140.82195,2014
仙台,新千歳,664.0,111.0,356833.0,638352.0,538.0,cv267,38.13972,140.91695,42.775276,141.6925,2014
新千歳,仙台,664.0,111.0,357923.0,638477.0,376.0,cv268,42.775276,141.6925,38.13972,140.91695,2014
仙台,那覇,2010.0,6.0,69290.0,99892.0,1124.0,cv271,38.13972,140.91695,26.195833,127.645836,2014
那覇,仙台,2010.0,6.0,70871.0,97738.0,331.0,cv272,26.195833,127.645836,38.13972,140.91695,2014
福島,新千歳,720.0,13.0,48791.0,92592.0,36.0,cv273,37.2275,140.42805,42.775276,141.6925,2014
新千歳,福島,720.0,13.0,49635.0,92862.0,4.0,cv274,42.775276,141.6925,37.2275,140.42805,2014
大島,調布,104.0,19.0,11202.0,19239.0,1.0,cv277,34.781944,139.36028,35.671665,139.52806,2014
調布,大島,104.0,19.0,9039.0,19277.0,15.0,cv278,35.671665,139.52806,34.781944,139.36028,2014
神津島,調布,172.0,18.0,10843.0,17841.0,1.0,cv290,34.189445,139.1336,35.671665,139.52806,2014
新島,調布,147.0,25.0,16076.0,24859.0,6.0,cv291,34.369446,139.26862,35.671665,139.52806,2014
調布,新島,147.0,24.0,13163.0,26681.0,25.0,cv292,35.671665,139.52806,34.369446,139.26862,2014
新潟,新千歳,755.0,36.0,75320.0,168279.0,27.0,cv293,37.955833,139.11166,42.775276,141.6925,2014
新千歳,新潟,755.0,36.0,76047.0,168596.0,75.0,cv294,42.775276,141.6925,37.955833,139.11166,2014
新潟,那覇,1935.0,4.0,18383.0,32429.0,28.0,cv295,37.955833,139.11166,26.195833,127.645836,2014
那覇,新潟,1935.0,4.0,18437.0,32529.0,3.0,cv296,26.195833,127.645836,37.955833,139.11166,2014
富山,新千歳,875.0,6.0,26517.0,45954.0,34.0,cv297,36.648335,137.1875,42.775276,141.6925,2014
新千歳,富山,875.0,6.0,28379.0,46224.0,47.0,cv298,42.775276,141.6925,36.648335,137.1875,2014
金沢,新千歳,959.0,6.0,33439.0,45234.0,69.0,cv299,36.39389,136.4075,42.775276,141.6925,2014
新千歳,金沢,959.0,6.0,33125.0,45360.0,55.0,cv300,42.775276,141.6925,36.39389,136.4075,2014
静岡,新千歳,1137.0,9.0,36418.0,68455.0,219.0,cv303,34.796112,138.18944,42.775276,141.6925,2014
静岡,那覇,1558.0,6.0,35628.0,58500.0,140.0,cv309,34.796112,138.18944,26.195833,127.645836,2014
中部,函館,960.0,9.0,48256.0,77739.0,6.0,cv325,34.858334,136.80528,41.77,140.82195,2014
函館,中部,960.0,9.0,44097.0,77565.0,133.0,cv326,41.77,140.82195,34.858334,136.80528,2014
中部,旭川,1222.0,7.0,25546.0,50102.0,3.0,cv327,34.858334,136.80528,43.670834,142.4475,2014
旭川,中部,1222.0,6.0,26947.0,49609.0,33.0,cv328,43.670834,142.4475,34.858334,136.80528,2014
中部,女満別,1368.0,6.0,27943.0,46878.0,1.0,cv329,34.858334,136.80528,43.880608,144.16405,2014
女満別,中部,1368.0,6.0,23093.0,47926.0,27.0,cv330,43.880608,144.16405,34.858334,136.80528,2014
中部,新千歳,1084.0,106.0,604142.0,1007181.0,3346.0,cv331,34.858334,136.80528,42.775276,141.6925,2014
新千歳,中部,1084.0,106.0,624210.0,998932.0,2956.0,cv332,42.775276,141.6925,34.858334,136.80528,2014
中部,仙台,657.0,46.0,122288.0,213548.0,387.0,cv333,34.858334,136.80528,38.13972,140.91695,2014
仙台,中部,657.0,46.0,120440.0,217224.0,83.0,cv334,38.13972,140.91695,34.858334,136.80528,2014
中部,秋田,721.0,13.0,32631.0,54136.0,21.0,cv335,34.858334,136.80528,39.615555,140.21861,2014
秋田,中部,721.0,14.0,32264.0,54317.0,1.0,cv336,39.615555,140.21861,34.858334,136.80528,2014
中部,新潟,585.0,13.0,28019.0,53339.0,11.0,cv337,34.858334,136.80528,37.955833,139.11166,2014
新潟,中部,585.0,13.0,28647.0,53263.0,6.0,cv338,37.955833,139.11166,34.858334,136.80528,2014
中部,松山,544.0,20.0,50312.0,80556.0,2.0,cv339,34.858334,136.80528,33.82722,132.69972,2014
